V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200,V201,V202,V203,V204,V205,V206,V207,V208,V209,V210,V211,V212,V213,V214,V215,V216,V217,V218,V219,V220,V221,V222,V223,V224,V225,V226,V227,V228,V229,V230,V231,V232,V233,V234,V235,V236,V237,V238,V239,V240,V241,V242,V243,V244,V245,V246,V247,V248,V249,V250,V251,V252,V253,V254,V255,V256,V257,V258,V259,V260,V261,V262,V263,V264,V265,V266,V267,V268,V269,V270,V271,V272,V273,V274,V275,V276,V277,V278,V279,V280,V281,V282,V283,V284,V285,V286,V287,V288,V289,V290,V291,V292,V293,V294,V295,V296,V297,V298,V299,V300,V301,V302,V303,V304,V305,V306,V307,V308,V309,V310,V311,V312,V313,V314,V315,V316,V317,V318,V319,V320,V321,V322,V323,V324,V325,V326,V327,V328,V329,V330,V331,V332,V333,V334,V335,V336,V337,V338,V339,V340,V341,V342,V343,V344,V345,V346,V347,V348,V349,V350,V351,V352,V353,V354,V355,V356,V357,V358,V359,V360,V361,V362,V363
31,1,2,1998,2016,2,,1,2,2,,,,,,,,2,24,2,290,,,,,,,,,1,,,,7500,,7500,,,,1,2,,,,,,,,,2022,6,2020,6,1,3000,,,,6500,0,1000,0,3,3,2,1,1,,,,,,5,8,2,,2,1,0,11,3.64E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,1,3,3,3,3,2,1,,2,2,2,3,3,3,3,2,2,2,2,3,3,2,3,2,3,3,2,3,1,5,9,91,6,,2,1,2,2,13,4.30E+01,2,,3,5,,,,,,,,,,,1,2,1,,,,,2,,,,1,2,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,2,,,,,,,1,1,2,3,,,,,,,,,1972,1972,1999,,,,,,,,,51,51,24,,,,,,,,,1,2,1,,,,,,,,,1,1,1,,,,,,,,,1,1,1,,,,,,,,,4,4,4,,,,,,,,,3,2,,2,,,,,350,0,0,0,0,350,,0,210,17,11,15,1.43E+01,0,2,0,0,8600,500,9100,1,700,0,0,700,3,1,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.94602
31,1,2,1998,2016,2,,1,2,2,,,,,,,,2,24,3,291,,,,,,,,,1,,,,12500,,12500,,,,2,,,,,,,,,,,,,,1,1000,,,,11000,1500,0,0,3,3,2,2,1,,,,,,2,9,2,,3,1,0,21,6.94E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,2,1,3,3,3,2,2,3,,2,3,2,3,2,2,2,3,3,3,1,1,2,2,2,3,2,3,2,2,1,12,9,87,6,,2,1,2,3,17,5.62E+01,2,,5,7,,,,,,,,,,,1,2,3,,,,,2,,,,1,2,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,2,,,,,,,1,1,2,3,,,,,,,,,1966,1969,1999,,,,,,,,,57,54,24,,,,,,,,,1,2,1,,,,,,,,,1,1,1,,,,,,,,,1,1,1,,,,,,,,,4,4,4,,,,,,,,,3,2,,2,,,,,380,0,0,0,0,380,,0,230,30,18,25,2.43E+01,15,2,0,0,12800,150,12950,1,1000,0,0,1000,3,1,8,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947.61732
31,1,2,1998,2016,4,,1,1,1,2009,2,11,1,133,18,5.95E+01,2,,,,2016,2,95000,41800,28000,13800,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,2,,3,1,0,25,8.26E+01,,,,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,4,4,4,4,3,3,2,2,2,3,4,3,4,4,4,3,2,2,3,3,3,2,3,3,3,3,1,5,9,91,4,,1,1,2,3,18,5.95E+01,2,,7,11,,,,,,,,,,,1,2,3,,,,,2,,,,1,2,,1,2,,1,2,,2,,,1,2,,2,,,2,,,2,,,2,,,2,,,,,,,2,1,2,3,,,,,,,,,1970,1971,1999,,,,,,,,,53,52,24,,,,,,,,,1,2,2,,,,,,,,,1,1,1,,,,,,,,,1,1,1,,,,,,,,,4,4,4,,,,,,,,,3,2,,2,,,,,570,0,0,0,0,570,,0,370,31,18,28,2.57E+01,40,2,95000,95000,6200,1600,102800,1,6300,0,0,6300,4,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841.40601
31,1,2,1998,2018,2,,1,1,1,2018,1,20,0,240,12,3.97E+01,2,,,,2018,2,20000,18000,10000,8000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,2,,2,1,0,12,3.97E+01,177.6,5.87E+02,99,3.27E+02,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,3,3,3,2,3,2,,3,2,3,2,3,3,2,3,2,2,2,3,2,2,3,3,3,3,3,3,1,2,9,78,5,,2,1,2,2,11,3.64E+01,2,,7,8,,,,,,,,,,,1,1,3,,,,,2,,,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,1,2,,,,,,,,,,1959,1962,,,,,,,,,,64,61,,,,,,,,,,1,2,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,4,,,,,,,,,,2,2,,2,,,,,300,0,0,0,0,300,,0,150,20,20,30,2.33E+01,0,1,20000,20000,0,1500,21500,1,5000,0,0,5000,4,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1340.66023
31,1,2,1998,2019,2,,1,2,1,1998,2,0,0,0,18,5.95E+01,1,,,,,,,,,,,,1,,,,8500,,8500,,,,2,,,,,,,,,,,,,,2,,,,,5500,3000,0,0,3,2,3,3,2,,,,,,5,9,2,,1,1,0,13,4.30E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,3,3,3,3,3,2,,3,2,3,3,3,3,3,2,2,2,3,2,3,3,3,2,3,2,3,3,1,2,7,72,6,,2,2,2,2,11,3.64E+01,2,,8,10,,,,,,,,,,,1,2,3,,,,,1,3,10,,1,2,,1,2,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,,,,,2,1,2,,,,,,,,,,1964,1964,,,,,,,,,,59,59,,,,,,,,,,1,2,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,4,,,,,,,,,,2,2,,2,,,,,300,0,0,0,0,300,,0,150,8,6,15,9.67E+00,0,2,8000,8000,13500,3000,24500,2,,,,,4,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1415.73466
31,1,2,1998,2021,4,,1,1,1,2012,2,14,1,169,25,8.26E+01,2,,,,2021,2,52000,33000,23000,10000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,3,1,0,25.7,8.50E+01,,,,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,4,3,3,2,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,5,9,76,4,,1,1,2,3,25,8.26E+01,1,3,7,10,,,,,,,,,,,1,1,2,,,,,1,3,2,,1,2,,1,2,,1,1,3,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,,,,,2,1,2,3,3,,,,,,,,1967,1967,2000,2002,,,,,,,,56,56,23,21,,,,,,,,1,2,2,1,,,,,,,,1,1,1,1,,,,,,,,1,1,2,2,,,,,,,,4,4,4,4,,,,,,,,2,2,,2,,,,,570,0,0,0,0,570,,40,400,35,25,28,2.93E+01,30,2,52000,52000,2000,1800,55800,1,9000,0,0,9000,4,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787.80928
31,1,2,1999,2006,4,,1,1,1,2006,1,7,5,89,16,5.29E+01,2,,,,2006,2,35000,12300,5300,7000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,2,,2,1,0,16,5.29E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,2,1,2,2,3,3,4,3,3,3,3,3,3,4,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,1,3,,,,,,,,,,,2,,2,10,,,,,,,,,,,1,1,3,,,,,1,4,8,,1,2,,1,2,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,1,2,,1,2,,,,,,2,1,2,3,3,,,,,,,,1966,1973,2002,2006,,,,,,,,57,50,21,17,,,,,,,,1,2,1,2,,,,,,,,1,1,1,1,,,,,,,,1,1,1,1,,,,,,,,2,4,4,4,,,,,,,,4,2,,2,,,,,400,0,0,0,0,400,,100,250,20,15,18,1.77E+01,50,3,35000,35000,0,1000,36000,1,2500,0,0,2500,3,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,2,769.39396
31,1,2,1999,2009,4,,1,1,1,2005,2,6,5,77,24,7.93E+01,2,,,,2009,1,70000,39000,19000,20000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,,3,1,0,42,1.39E+02,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,1,3,9,88,4,,1,1,2,3,24,7.93E+01,2,,7,13,,,,,,,,,,,1,1,2,,,,,1,3,10,,1,2,,1,2,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,,,,,2,1,2,,,,,,,,,,1968,1970,,,,,,,,,,55,53,,,,,,,,,,1,2,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,4,,,,,,,,,,2,2,,2,,,,,1200,0,0,0,0,1200,,0,400,47,35,45,4.23E+01,200,2,70000,70000,20000,4000,94000,1,20000,0,0,20000,4,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.95909
31,1,2,1999,2009,4,,1,3,2,,,,,,,,2,23,0,276,,,,,,,,,2,,2,,1400,10,,1400,10,,1,2,,,,,,,,,2021,4,2019,4,1,,300,0,,1400,0,0,0,3,2,3,3,5,,,,,,3,4,2,,2,1,0,11.1,3.67E+01,,,,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,4,4,4,4,4,2,2,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,5,9,88,2,,3,1,2,2,12,3.97E+01,2,,3,7,,,,,,,,,,,2,,,,1,3,,1,2,3,,2,,,2,,,1,2,,1,1,3,1,2,,1,2,,2,,,2,,,2,,,2,,,2,,,,1,1,2,3,,,,,,,,,1974,1975,2000,,,,,,,,,49,48,23,,,,,,,,,1,2,1,,,,,,,,,1,1,1,,,,,,,,,1,1,1,,,,,,,,,4,4,4,,,,,,,,,3,2,,2,,,,,340,0,0,0,0,340,,100,250,25,18,20,2.10E+01,30,2,0,0,1900,1000,2900,1,900,0,0,900,4,1,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.37235
31,1,2,1999,2017,4,,1,1,1,2005,2,6,4,76,20,6.61E+01,2,,,,2017,1,173000,56000,30000,26000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,3,1,0,26,8.60E+01,,,,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,3,4,4,3,4,4,4,4,3,4,4,2,3,3,2,4,2,4,3,4,4,3,4,3,4,4,4,1,4,1,18,6,,1,1,2,2,20,6.61E+01,2,,2,11,,,,,,,,,,,1,1,3,,,,,2,,,,1,2,,1,2,,1,1,3,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,,,,,2,1,2,3,3,,,,,,,,1968,1970,2000,2002,,,,,,,,55,53,23,21,,,,,,,,1,2,2,1,,,,,,,,1,1,1,1,,,,,,,,1,1,1,1,,,,,,,,4,4,4,4,,,,,,,,4,2,,2,,,,,800,0,0,0,0,800,,0,500,32,26,30,2.93E+01,0,2,173000,173000,0,5000,178000,1,20000,0,0,20000,4,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772.29549
31,1,2,1999,2018,4,,1,1,1,2018,1,19,0,228,18,5.95E+01,2,,,,2018,2,28000,18500,8000,10500,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,2,,3,1,0,18,5.95E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,1,2,4,3,4,4,4,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,10,9,88,2,,3,1,1,,8,2.64E+01,2,,2,7,,,,,,,,,,,1,1,2,,,,,2,,,,2,,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,1,2,,,,,,,,,,1970,1975,,,,,,,,,,53,48,,,,,,,,,,1,2,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,4,,,,,,,,,,2,2,,2,,,,,400,0,0,0,0,400,,0,200,20,15,18,1.77E+01,48,3,28000,28000,500,0,28500,1,8000,0,0,8000,3,1,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.95909
31,1,2,1999,2020,4,,1,2,1,2004,2,5,1,61,24,7.93E+01,2,2,3,27,,,,,,,,,1,,,,45000,,45000,,,,2,,,,,,,,,,,,,,2,,,,,45000,0,0,0,3,3,3,3,1,,,,,,,1,2,,4,1,0,32.1,1.06E+02,,,,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,2,3,3,3,3,2,3,3,3,3,2,2,3,2,3,2,3,3,3,3,3,3,3,3,3,2,1,4,4,59,4,,1,1,2,3,28,9.26E+01,3,,7,10,,,,,,,,,,,1,1,3,,,,,2,,,,2,,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,2,,,,,,,2,1,2,3,3,,,,,,,,1970,1975,2008,2010,,,,,,,,53,48,15,13,,,,,,,,1,2,2,1,,,,,,,,1,1,1,1,,,,,,,,1,1,1,1,,,,,,,,4,4,4,4,,,,,,,,4,2,,2,,,,,500,0,0,0,0,500,,0,450,30,23,28,2.70E+01,0,3,0,0,65000,3000,68000,2,,,,,4,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,2,363.0275
31,1,2,1999,2020,4,,1,2,2,,,,,,,,2,23,2,278,,,,,,,,,1,,,,24000,,24000,,,,2,,,,,,,,,,,,,,1,3000,,,,19000,0,0,5000,3,2,2,2,1,2,,,,,,2,2,,3,1,0,25.6,8.46E+01,,,,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,4,3,3,3,4,2,2,3,3,4,3,3,2,2,2,3,3,3,3,4,3,3,4,3,4,3,1,5,9,102,4,,2,1,2,3,25,8.26E+01,3,,7,11,,,,,,,,,,,1,1,3,,,,,1,2,3,,1,2,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,2,,,,,,,1,1,2,3,3,,,,,,,,1972,1976,2000,2002,,,,,,,,51,47,23,21,,,,,,,,1,2,2,1,,,,,,,,1,1,1,1,,,,,,,,1,1,1,1,,,,,,,,4,4,4,4,,,,,,,,4,2,,2,,,,,650,0,0,0,0,650,,0,500,25,20,25,2.33E+01,50,2,0,0,24700,1700,26400,1,3500,0,0,3500,4,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984.91691
31,1,2,1999,2021,4,,1,2,2,,,,,,,,2,23,1,277,,,,,,,,,1,,,,39000,,39000,,,,2,,,,,,,,,,,,,,2,,,,,29000,10000,0,0,3,3,3,2,1,3,,,,,1,5,2,,3,1,0,25.7,8.50E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,3,3,3,3,2,3,2,3,3,3,3,2,3,3,2,3,3,3,3,2,3,3,3,3,3,3,2,1,11,9,83,4,,2,1,2,3,18,5.95E+01,2,,5,7,,,,,,,,,,,1,2,1,,,,,1,2,3,,1,2,,1,1,3,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,2,,,,,,,2,1,2,3,3,,,,,,,,1966,1969,2000,2002,,,,,,,,57,54,23,21,,,,,,,,1,2,2,1,,,,,,,,1,1,1,1,,,,,,,,1,1,1,1,,,,,,,,4,4,4,4,,,,,,,,4,2,,2,,,,,510,0,0,0,0,510,,0,300,22,17,19,1.93E+01,30,2,0,0,42000,4000,46000,1,10000,0,0,10000,4,1,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.47364
31,1,2,1999,2022,4,,1,1,1,2015,2,9999999,9999999,9999999,18,5.95E+01,1,,,,2018,2,65000,40000,16000,24000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,2,,3,1,0,26,8.60E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,4,4,4,4,4,4,3,4,4,4,3,3,3,2,1,2,1,1,2,3,3,3,3,4,3,3,3,1,7,9,79,4,,2,1,2,4,41,1.36E+02,1,1,2,12,,12,14,없음,9,86,4,,2,2,1,1,2,,,,,2,,,,1,2,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,2,,,,,,,2,1,2,3,3,,,,,,,,1980,1981,2009,2017,,,,,,,,43,42,14,6,,,,,,,,1,2,1,1,,,,,,,,1,1,1,1,,,,,,,,1,1,1,1,,,,,,,,4,4,4,4,,,,,,,,4,1,6,2,,,,,400,0,0,10,0,410,1,0,250,40,30,28,3.27E+01,10,3,97000,97000,30000,0,127000,2,,,,,4,1,5,4,,,,,,2,,,1,TRUE,TRUE,TRUE,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,2,795.4711
31,1,2,1999,2022,4,,1,2,1,2015,2,16,3,195,14,4.63E+01,1,,,,,,,,,,,,1,,,,58000,,58000,,,,2,,,,,,,,,,,,,,2,,,,,43000,15000,0,0,3,3,3,3,1,2,3,,,,2,2,2,,3,1,0,25.7,8.50E+01,,,,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,4,4,4,4,3,3,4,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,1,6,9,85,4,,1,1,2,3,18,5.95E+01,1,1,7,8,,11,12,,9,85,4,,2,2,1,1,2,,,,,1,3,10,,2,,,1,1,3,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,,,,,1,1,2,3,,,,,,,,,1970,1969,2005,,,,,,,,,53,54,18,,,,,,,,,1,2,1,,,,,,,,,1,1,1,,,,,,,,,1,1,1,,,,,,,,,4,4,4,,,,,,,,,3,2,,2,,,,,0,250,0,0,0,250,,0,200,30,20,30,2.67E+01,35,2,9999999,40000,62000,2000,9999999,1,15000,0,10000,25000,4,2,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,2,515.84125
31,1,2,2000,2000,4,,1,1,1,2000,1,0,0,0,13,4.30E+01,2,,,,2000,2,23000,10000,10000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,,1,0,1,13,4.30E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,3,,,,,,,,,,,,,,1,1,2,,,,,1,2,3,,1,2,,1,2,,1,2,,1,2,,1,2,,1,2,,1,2,,1,2,,1,2,,1,2,,,,,,2,1,2,,,,,,,,,,1970,1975,,,,,,,,,,53,48,,,,,,,,,,1,2,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,4,,,,,,,,,,2,2,,2,,,,,550,0,0,0,0,550,,0,200,15,13,14,1.40E+01,100,2,23000,23000,0,3500,26500,2,,,,,4,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1576.17933
31,1,2,2000,2003,4,,1,1,1,2003,1,3,0,36,25,8.26E+01,2,,,,2003,1,30000,8300,4300,4000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,2,,3,1,0,25,8.26E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3,2,3,3,3,3,1,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,1,4,,,,,,,,,,,2,,2,7,,,,,,,,,,,1,3,2,,,,,1,3,4,,2,,,1,2,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,,,,,1,1,2,3,,,,,,,,,1967,1969,2001,,,,,,,,,56,54,22,,,,,,,,,1,2,2,,,,,,,,,1,1,1,,,,,,,,,1,1,1,,,,,,,,,4,4,4,,,,,,,,,3,2,,2,,,,,250,0,0,0,0,250,,0,200,25,23,22,2.33E+01,20,2,30000,30000,9999999,0,9999999,1,9999999,0,0,9999999,3,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753.12896
31,1,2,2000,2008,6,,1,1,1,2008,1,8,0,96,8,2.64E+01,2,,,,2008,2,3500,4000,4000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,2,,,,8,2.64E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,,,,,4,3,3,3,2,2,2,3,2,3,3,3,3,3,2,2,3,2,3,2,3,2,3,2,3,3,3,1,2,9,85,6,,3,1,1,,10,3.31E+01,2,,2,5,,,,,,,,,,,1,1,2,,,,,1,3,5,,1,2,,1,2,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,,,,,1,1,2,,,,,,,,,,1966,1966,,,,,,,,,,57,57,,,,,,,,,,1,2,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,4,,,,,,,,,,2,2,,2,,,,,200,0,0,0,0,200,,0,100,5,5,5,5.00E+00,15,3,3500,3500,0,0,3500,2,,,,,2,1,9,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730.26032
31,1,2,2000,2012,2,,1,2,1,2019,2,19,0,228,27,8.93E+01,1,,,,,,,,,,,,1,,,,9999999,,9999999,,,,2,,,,,,,,,,,,,,2,,,,,,,,,3,3,3,3,1,,,,,,,5,2,,1,1,0,13,4.30E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,2,2,3,3,3,3,3,3,,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,9,88,2,,2,1,2,2,15,4.96E+01,1,1,3,7,,2,7,,4,57,4,,1,1,1,1,2,,,,,2,,,,1,2,,1,2,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,,,,,2,1,2,,,,,,,,,,1973,1976,,,,,,,,,,50,47,,,,,,,,,,1,2,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,4,,,,,,,,,,2,2,,2,,,,,400,0,0,0,0,400,,20,150,15,10,15,1.33E+01,0,2,60000,60000,9999999,2000,9999999,2,,,,,3,1,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885.68293
31,1,2,2000,2012,8,,1,2,2,,,,,,,,2,22,0,264,,,,,,,,,1,,,,30000,,30000,,,,1,1,2022,3,30000,0,2020,3,28000,0,,,,,1,1000,,,,30000,0,0,0,3,3,3,2,1,3,,,,,,5,2,,3,1,0,28,9.26E+01,,,,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,4,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,1,4,9,85,4,,2,1,2,3,24,7.93E+01,2,,5,7,,,,,,,,,,,1,1,2,,,,,1,3,2,,2,,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,1,2,,,,,,2,1,2,,,,,,,,,,1967,1969,,,,,,,,,,56,54,,,,,,,,,,1,2,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,4,,,,,,,,,,2,2,,2,,,,,600,0,0,0,0,600,,0,450,30,25,25,2.67E+01,30,2,0,0,36000,4000,40000,2,,,,,4,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.15942
31,1,2,2000,2016,4,,1,1,1,2016,1,16,0,192,31,1.02E+02,2,,,,2016,1,133000,55000,35000,20000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,,3,1,0,31,1.02E+02,,,,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,7,1,18,4,,2,1,2,2,15,4.96E+01,2,,2,7,,,,,,,,,,,1,1,2,,,,,2,,,,2,,,1,2,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,,,,,1,1,2,3,3,,,,,,,,1973,1971,2007,2009,,,,,,,,50,52,16,14,,,,,,,,1,2,1,1,,,,,,,,1,1,1,1,,,,,,,,1,1,1,1,,,,,,,,4,4,4,4,,,,,,,,4,2,,2,,,,,280,0,0,0,0,280,,0,200,32,22,25,2.63E+01,150,3,133000,133000,2500,1500,137000,1,20000,0,0,20000,3,1,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,2,926.13089
