가구번호,지역코드,만족도,지출비용,숙박시설_숙박하지않음,숙박시설_호텔,숙박시설_펜션,숙박시설_민박,여행지선택이유1,여행지선택이유2,여행지선택이유3,활동_자연풍경,활동_음식관광,활동_야외스포츠,활동_휴식휴양,활동_성지순례,활동_갬블링
A17741,934,3,126450.4243,,2,,,12,6,13,1,,3,,,
A17742,935,3,75478.97489,1,,,,5,6,,1,,,,,
A17743,931,3,91693.88409,,2,,,4,,,,,,,,
A17744,935,3,64681.17161,,,,4,1,3,5,,,3,,,
A17745,934,3,75164.18813,,2,,,2,7,5,,,3,,,
A17746,931,4,115952.7038,,,3,,13,7,5,,,3,,5,
A17747,935,4,221982.0712,,,3,,5,12,13,,,,,5,
A17748,931,3,101724.6069,,2,,,5,,,,,3,,,
A17749,934,3,198984.8582,,,3,,8,4,6,1,,,,,
A17750,932,4,219911.384,1,,,,6,2,5,,,,4,,
A17751,931,3,80563.79098,,2,,,12,11,4,,,3,,,
A17752,935,4,261462.0807,1,,,,15,4,5,1,,,,,
A17753,931,4,235976.8815,1,,,,1,14,2,,,3,,,
A17754,931,3,125397.6105,,2,,,3,8,5,,,3,,,
A17755,932,3,74241.42456,,,,4,1,13,5,1,,,,5,
A17756,935,3,,,,3,,3,12,4,,,3,4,,
A17757,935,3,124783.117,,2,,,2,7,3,1,,,4,5,
A17758,931,3,115616.4121,1,,,,1,4,3,,,3,,,
A17759,931,1,66112.4838,1,,,,1,8,5,,,,4,,
A17760,931,4,208633.2561,,2,,,9,5,1,,,,,,
A17761,931,4,222708.1304,,,3,,1,13,5,,2,3,4,,
A17762,931,4,,,2,,,11,12,5,1,,,,,
A17763,935,1,46442.45627,,,,4,2,15,6,,2,3,,,
A17764,931,3,155314.3222,1,,,,3,2,,,2,,,,6
A17765,935,4,211353.0163,,,3,,4,2,6,,,,,,
A17766,933,2,124955.1794,,,,4,13,12,5,,,,,,
A17767,931,1,40129.4362,,,3,,4,8,10,,,,,,
A17768,931,4,203077.0183,,2,,,13,2,10,,2,,,,
A17769,933,3,99720.43459,,,,4,13,6,5,1,,,,,
A17770,931,2,109451.4473,1,,,,2,11,3,1,,3,4,,
A17771,935,3,84786.29614,,,3,,1,13,,,2,,,,
A17772,933,3,108185.3994,,,3,,7,12,13,,,,,,
A17773,931,1,100549.0637,,2,,,2,,,,2,,,,
A17774,931,4,183253.8672,1,,,,7,2,3,,,,,,
A17775,931,4,279160.9714,,2,,,1,12,5,1,,,,,
A17776,931,3,135869.9301,,,3,,12,5,11,1,,,4,,
A17777,932,3,103511.0447,,2,,,12,3,,1,,,,,
A17778,934,1,48045.36495,,2,,,2,12,4,,2,,,,
A17779,931,3,146457.0597,,,,4,1,8,,,,,4,,
A17780,931,3,83208.69152,,2,,,2,8,1,,,,,,
A17781,932,2,82489.72841,1,,,,3,7,5,,2,,,,6
A17782,932,3,132656.5974,,2,,,2,11,7,,2,,,,
A17783,933,3,102251.2306,1,,,,13,5,2,,2,,4,,
A17784,935,3,145420.3794,1,,,,13,14,5,1,,,,,
A17785,936,1,119187.2092,,2,,,9,13,12,,2,,4,,
A17786,932,3,107423.741,,2,,,8,2,13,,,,,,
A17787,931,1,63062.01481,1,,,,1,6,,,,,,,
A17788,935,2,63896.61936,,2,,,1,2,13,,,3,,5,
A17789,935,1,98895.98279,,2,,,13,2,5,,,,,,
A17790,934,3,,,2,,,12,7,1,,,,,,
A17791,935,3,148965.5418,1,,,,12,13,11,,,,,,
A17792,933,4,199123.5949,1,,,,9,11,5,,,,,,
A17793,935,3,225853.3685,,,3,,3,13,,,,,4,,
A17794,935,2,46388.02347,,,3,,1,11,3,,,,4,,
A17795,931,3,120015.7981,,2,,,13,8,3,,,,,,
A17796,931,3,,,2,,,3,15,,,,,,,
A17797,931,3,50697.97622,1,,,,2,5,7,,2,3,,,
A17798,931,2,72139.95241,1,,,,1,,,,,,,,6
A17799,935,3,114510.9863,,,,4,13,1,11,,,,,,
A17800,934,3,78758.25818,,2,,,3,,,,,,4,,
A17801,933,4,110906.2689,1,,,,13,2,5,,2,,4,,
A17802,936,4,166199.2307,1,,,,13,8,,,,,4,,
A17803,934,1,122685.3511,,,,4,9,2,3,,,,,,
A17804,935,3,92546.31137,,,,4,1,12,11,,2,,,,
A17805,931,3,141886.6829,1,,,,1,3,15,1,2,,,,
A17806,931,3,106493.7452,,2,,,13,8,12,1,2,3,4,,
A17807,932,4,133153.5229,1,,,,7,12,14,,2,,,,
A17808,931,4,189559.5967,,2,,,3,2,6,,,,,,
A17809,931,3,137422.9342,,,3,,1,11,5,,2,,,,
A17810,931,2,78152.03286,,2,,,1,13,5,,2,3,,,
A17811,933,3,108052.0624,,2,,,3,8,14,,,,,,
A17812,934,3,98403.58387,,,3,,8,11,,,,,4,,
A17813,932,1,78686.30585,,2,,,2,15,,,2,3,,,
A17814,934,4,114118.5977,,2,,,15,7,11,,,,,,
A17815,932,4,120676.7816,,,,4,12,3,6,,2,3,,,
A17816,935,2,88510.62528,,,3,,1,3,5,,,3,4,,
A17817,932,3,73580.64092,,,3,,12,5,4,,,,4,,
A17818,932,4,140278.0519,1,,,,13,12,5,,,3,,,
A17819,931,3,157471.4237,1,,,,7,14,11,,,,,,
A17820,934,3,64585.14614,,2,,,2,3,5,,,3,,,
A17821,934,2,70556.75623,1,,,,13,12,8,,,,,,
A17822,931,4,221372.5447,1,,,,13,7,3,,,,,,
A17823,932,4,202268.9064,,2,,,1,8,5,,,,,,
A17824,932,4,,,,3,,11,8,7,,2,,,,
A17825,931,4,232548.9102,,2,,,12,4,7,,,,,,
A17826,936,3,170886.0119,1,,,,3,8,,1,,,,,
A17827,932,4,175887.9779,,2,,,1,7,3,,2,,,,
A17828,932,4,223284.0543,,2,,,1,5,,,2,,,,
A17829,931,3,70915.00298,,2,,,3,2,5,,,,4,,
A17830,934,3,,1,,,,5,13,14,,,,4,,
A17831,934,1,85180.60049,,2,,,2,12,7,,,,4,,
A17832,934,2,57191.10628,1,,,,1,5,13,,,,,,
A17833,932,4,176541.5238,,,3,,13,3,4,,,,,,
A17834,931,3,92650.41893,,,3,,3,2,4,,2,,,,
A17835,931,3,96602.81769,,2,,,8,3,4,1,,,,,
A17836,931,3,174949.0305,,2,,,4,14,11,,2,,,,
A17837,931,3,131749.4366,1,,,,11,13,,,,,,,
A17838,934,2,149478.6995,,,,4,8,10,12,1,,,,,
A17839,934,4,138647.0864,,2,,,5,12,7,,,,,,
A17840,934,4,157594.2913,,2,,,15,2,5,,,,,,
A17841,931,3,112225.7859,,,3,,12,2,7,1,2,,,,
A17842,935,2,172026.7824,1,,,,3,9,,,,3,,,
A17843,931,3,170372.5008,,2,,,3,2,14,1,,,,,
A17844,931,4,186508.0182,,2,,,2,3,7,,2,,,,
A17845,936,2,58333.2835,,2,,,1,9,8,,,3,,,
A17846,931,1,60286.72757,1,,,,1,4,14,,,,4,,
A17847,934,4,221043.1384,,2,,,2,,,,,,,,
A17848,934,3,210549.413,,2,,,1,,,,,,,5,
A17849,931,3,170212.3471,,,,4,2,8,6,,2,,,,
A17850,935,3,151908.1523,,2,,,13,5,,,,,,,
A17851,931,1,55095.21866,,2,,,1,9,4,,,3,,,
A17852,931,3,159465.3507,,,,4,8,,,,,,,,
A17853,931,4,161473.8955,1,,,,1,10,7,,,,,,
A17854,931,3,153377.946,1,,,,15,9,14,,,,,5,
A17855,936,1,138126.8509,,2,,,1,7,11,,,,,,
A17856,931,4,178155.2302,1,,,,7,1,12,1,,,4,,
A17857,931,4,243262.0413,,2,,,13,15,7,1,2,,,,
A17858,932,3,64112.99408,,2,,,1,5,8,,,,,,
A17859,931,3,121557.5145,1,,,,5,12,,,,,,,
A17860,934,3,114588.8315,,2,,,5,4,,,,,,,
A17861,932,3,178839.44,1,,,,8,3,13,,,,,,
A17862,933,4,193107.549,,,,4,1,7,5,,,3,4,,
A17863,931,3,128728.9305,,,3,,1,2,3,,,,,,
A17864,934,2,,1,,,,1,6,8,,,3,,,
A17865,932,2,94150.199,,,3,,15,8,14,,,,,,
A17866,933,2,78373.04499,1,,,,6,2,8,1,,,4,,
A17867,932,3,174891.9308,1,,,,1,4,5,,,,4,,
A17868,932,4,143233.428,,2,,,2,4,5,,,,,,
A17869,933,3,158289.4008,,2,,,1,5,2,,,,,,
A17870,931,3,89656.59747,1,,,,2,,,,,,,,
A17871,931,3,100364.9497,,2,,,12,8,5,1,,,,,
A17872,931,2,64338.61658,1,,,,3,14,4,,,,,,
A17873,933,5,163348.1308,,2,,,1,,,,,,,,
A17874,933,3,134970.9239,,2,,,5,1,3,,,,,5,
A17875,931,3,111225.954,,,3,,12,7,13,,2,,,,
A17876,935,5,207770.6149,1,,,,4,,,,,,4,,
A17877,931,3,178630.5891,,2,,,1,6,15,,,,,,
A17878,935,1,41206.34019,1,,,,3,4,7,,,,,,
A17879,933,3,166973.3683,,,3,,1,8,12,,,,4,,
A17880,931,4,173926.1135,1,,,,15,8,2,,,3,,,6
A17881,932,3,86539.12363,,2,,,7,3,5,1,,,,5,
A17882,932,2,99949.97966,,,,4,5,12,2,1,,,,,
A17883,931,3,173611.296,,,,4,1,6,5,,,,,,
A17884,931,4,166231.7994,,2,,,2,8,12,,2,,,,
A17885,931,3,116033.7051,,2,,,2,1,11,,,,,,
A17886,933,3,220306.02,,2,,,3,2,7,,,,,,
A17887,932,3,133560.1302,1,,,,8,5,3,,,,,,
A17888,931,2,46866.68494,,2,,,4,8,7,,,,,,
A17889,932,2,84713.45198,,2,,,7,6,5,,,,,,
A17890,934,3,198302.1449,1,,,,11,4,3,,,,,,
A17891,934,3,60011.36622,1,,,,13,3,15,,,,,,6
A17892,935,3,91173.09317,1,,,,1,8,5,,2,,,,
A17893,935,3,156436.2783,,2,,,1,8,5,,,,,,
A17894,931,3,147578.5454,,,,4,11,12,8,,,,,,
A17895,934,2,98646.13529,1,,,,6,3,5,,2,3,,5,
A17896,931,3,52062.70144,,,3,,1,2,7,,2,3,,,
A17897,931,3,149839.9215,,,,4,7,2,13,,,3,,,
A17898,931,3,,,,3,,1,11,5,1,,,,,
A17899,933,4,222178.1058,,2,,,11,12,15,,2,,,,
A17900,932,4,251399.6636,,,3,,3,15,5,,,3,,,
A17901,931,3,139686.8864,1,,,,5,,,,,,,,
A17902,933,2,79066.85281,,,3,,13,5,,,,,,,
A17903,934,2,60415.97277,,2,,,9,3,7,,,,,,
A17904,935,1,79946.62606,,2,,,14,13,9,,,,,,
A17905,932,1,51056.5862,,2,,,4,11,10,,,3,,,
A17906,932,4,301666.6218,1,,,,15,2,,,,,,,
A17907,931,3,157692.3441,,2,,,2,14,11,,,,,,
A17908,931,1,46777.50346,1,,,,6,1,,,,,,,
A17909,931,3,205370.9123,,,3,,15,7,5,,,,4,,6
A17910,932,2,91534.36456,1,,,,3,,,,,,,,
A17911,934,3,123534.2712,1,,,,13,5,7,,,,,,
A17912,935,4,227741.7689,,2,,,2,12,5,,2,,,,
A17913,931,3,138979.0111,,2,,,12,1,5,,,,4,,
A17914,934,3,224212.4258,,2,,,1,8,4,,,,,5,
A17915,931,4,184982.2364,1,,,,2,14,5,1,2,,,5,
A17916,931,3,83788.36729,,2,,,14,1,8,,,3,,,
A17917,933,3,129669.2577,,2,,,5,4,3,1,,3,,5,
A17918,932,4,247648.5367,,2,,,1,15,14,,,,,,6
A17919,931,4,139028.1436,1,,,,1,8,14,,,3,,,
A17920,935,3,159131.0944,1,,,,2,12,13,,2,,,5,
A17921,934,4,188241.9036,,2,,,2,4,7,,,,,,
A17922,931,3,150644.0599,,,3,,4,1,5,1,,,,,
A17923,931,3,188144.7575,,2,,,1,15,6,,,,,5,
A17924,936,5,267712.3726,,2,,,1,11,13,,,,,,
A17925,932,4,149315.8669,,2,,,5,12,,,,,4,,
A17926,934,1,40897.52957,,2,,,2,,,,,3,,,
A17927,934,3,147355.5991,,,,4,6,3,4,,,,,,
A17928,931,3,116729.1958,,,,4,4,,,,,,,,
A17929,934,3,153199.2972,1,,,,6,12,3,,,,,,
A17930,931,4,176525.6437,,,3,,9,13,12,,2,3,,,
A17931,934,3,146859.6914,1,,,,9,15,7,1,,,,,
A17932,935,5,,,2,,,1,3,8,1,,,,,
A17933,931,3,66934.47824,,2,,,13,1,7,,,,,,
A17934,933,4,191929.8209,1,,,,2,12,11,1,,3,4,,
A17935,934,3,173863.4708,1,,,,7,15,8,,,,,,
A17936,932,3,125696.0718,,2,,,2,4,5,,,,,,
A17937,931,5,219558.6516,,2,,,3,12,14,,,,4,,
A17938,934,3,93403.69671,,2,,,3,9,13,,,,4,,
A17939,931,4,242100.3696,,2,,,5,2,8,,,,,,
A17940,931,3,125389.8196,1,,,,13,11,3,,,3,,,
A17941,932,5,203644.272,,2,,,13,4,5,,,,,,
A17942,932,3,109543.0953,,,,4,5,10,7,,2,,4,,
A17943,936,4,103856.6828,,2,,,2,1,11,,,,4,,
A17944,936,1,95232.16791,1,,,,12,9,13,,,,,,
A17945,931,4,213911.7566,,,3,,3,6,8,,2,,,,
A17946,932,3,108076.3202,1,,,,5,3,13,,,,,,
A17947,932,4,199170.3433,,2,,,9,12,2,,,,,,
A17948,931,1,70228.47384,,2,,,1,6,15,,,,4,,
A17949,936,3,116182.4375,1,,,,2,4,13,,,,4,,
A17950,934,3,156878.4072,,,3,,9,12,4,,2,,,,
A17951,932,1,59557.96452,,,3,,3,,,1,,,4,,
A17952,935,4,186969.0118,1,,,,13,11,3,1,,,,,
A17953,933,3,175963.554,1,,,,1,12,5,,,,,,6
A17954,935,2,65714.41725,,2,,,13,2,3,,,,,,
A17955,933,2,61354.19628,,,3,,9,2,5,,2,,4,5,
A17956,935,3,115793.0565,,,3,,12,4,7,,,,,,
A17957,931,3,144165.4768,,2,,,7,8,13,,2,,,,
A17958,934,2,78070.71514,,,3,,5,1,,1,,,,,
A17959,935,2,88486.0221,1,,,,1,3,5,,,,4,,
A17960,931,4,196067.3269,,,,4,3,2,13,,,,,,
A17961,934,3,106330.759,1,,,,5,1,13,,2,,,,
A17962,931,1,46789.26068,,2,,,5,3,2,1,,3,,5,
A17963,931,3,133987.6624,1,,,,5,4,12,,,,,,
A17964,932,3,129548.2791,,2,,,11,2,5,,,,,,
A17965,932,4,204573.7544,,,3,,13,1,11,,,3,,,
A17966,934,3,,,2,,,8,9,4,,,,,,6
A17967,934,3,164933.4509,,2,,,9,6,5,1,,,4,,6
A17968,931,4,202278.9301,1,,,,1,2,5,,,,4,,
A17969,933,3,43376.35166,,2,,,3,2,5,,,,,,6
A17970,934,3,167187.6959,,2,,,3,8,5,,,,,,
A17971,931,3,140078.6146,1,,,,12,11,6,,2,3,4,,
A17972,931,1,48581.71909,,2,,,15,14,8,,,,,,
A17973,934,4,127047.4428,1,,,,2,8,5,,,,,,6
A17974,931,3,139717.2831,,,,4,2,,,,2,,,,
A17975,931,3,131722.4748,,,,4,1,,,,,3,,,6
A17976,931,3,96857.86711,,,,4,4,13,2,1,,,4,,
A17977,932,3,168862.3151,,,3,,5,13,,,,,,,
A17978,934,3,73208.72145,,2,,,1,15,12,1,2,,,,
A17979,933,1,49727.79575,,,,4,2,,,,,,,,6
A17980,936,2,54734.18357,,,3,,3,12,10,1,,,,5,
A17981,932,3,83193.2288,,2,,,4,14,,1,,,,,
A17982,935,3,82401.22771,,2,,,9,3,13,,,,4,,
A17983,931,5,154144.242,1,,,,7,2,9,,,,,5,
A17984,934,4,129357.6102,,,,4,4,2,5,,2,,,,
A17985,931,4,115990.5774,,2,,,7,3,2,1,,,4,5,
A17986,931,3,96394.85354,,,3,,13,11,7,,2,,4,,
A17987,931,3,79008.85307,,,,4,13,8,3,,,,,5,
A17988,934,2,128755.9171,,,3,,3,2,15,1,,,,,
A17989,931,3,150186.9955,,2,,,1,12,5,,,,,,
A17990,934,1,51881.22848,,2,,,9,4,3,,,,,,
A17991,931,4,112777.2846,1,,,,12,15,8,,,,4,,
A17992,932,4,133655.0821,,,,4,5,2,12,,,,,,
A17993,931,3,129480.1474,,,3,,12,3,2,,2,,,,
A17994,931,4,186223.7922,1,,,,3,1,13,,2,3,,,
A17995,932,1,42727.61744,1,,,,8,13,7,,,3,,,
A17996,931,5,279366.0515,1,,,,6,1,14,,,,,,
A17997,933,5,250414.0804,,2,,,3,6,12,,,,,,
A17998,931,2,109372.5751,,2,,,2,6,7,,2,3,,,
A17999,931,3,180703.7266,,2,,,1,7,8,,,3,,,
A18000,931,3,,,,3,,2,1,5,,,3,,5,
A18001,934,2,79463.41126,,,3,,2,12,13,,,,4,,
A18002,931,5,135198.6316,,2,,,5,3,2,1,,3,,,
A18003,934,3,156312.024,1,,,,1,3,5,1,,,,,
A18004,931,4,204367.5061,,2,,,1,11,3,,,,,,
A18005,933,2,42386.89437,,2,,,1,13,2,1,,,4,,
A18006,932,1,42526.92671,1,,,,1,13,5,,,,,,
A18007,934,4,195267.4468,1,,,,15,14,3,,2,,,,
A18008,934,3,171643.9717,,2,,,9,,,1,2,,,,
A18009,935,3,187022.4701,,,3,,3,7,,,,3,4,,
A18010,932,4,221562.0654,,,3,,6,11,13,1,,,,5,
A18011,935,3,209631.8507,1,,,,2,,,,,,,,
A18012,931,4,215697.7769,,2,,,9,4,5,,2,,,,
A18013,931,2,49104.47199,,2,,,7,9,8,1,,,,,
A18014,935,1,51848.18292,1,,,,12,15,11,,,3,,,
A18015,931,3,115663.0152,,,,4,9,6,5,,,,,,
A18016,931,1,45947.52937,1,,,,1,7,,,,,,,
A18017,931,1,49240.16674,,2,,,1,12,3,1,,,,,
A18018,931,3,137505.2439,,2,,,2,15,13,,,,,,
A18019,931,4,151671.5391,1,,,,12,8,,,,,,,
A18020,932,2,106831.542,1,,,,5,6,14,,,,,,
A18021,934,3,82206.31276,,2,,,1,12,3,,,,,,
A18022,931,3,200174.9226,,,3,,1,2,5,,,3,4,,
A18023,931,2,68234.98509,,2,,,1,5,,,,,4,,
A18024,934,3,136254.4852,,2,,,3,11,8,1,,,,,
A18025,936,4,198129.1858,,2,,,7,6,2,,,,4,5,
A18026,932,4,145872.0369,1,,,,6,11,7,1,,3,4,,6
A18027,934,4,173729.5926,1,,,,5,2,3,,,3,4,,
A18028,934,1,72265.10696,,2,,,1,7,,,2,,,,
A18029,931,3,115886.3178,,2,,,7,1,8,1,,3,,,
A18030,934,3,145502.3892,1,,,,1,,,1,,3,,,
A18031,931,3,120662.1125,1,,,,2,6,,,,3,,,
A18032,931,3,71982.61381,,,,4,8,1,4,,,3,,,
A18033,931,3,58197.96124,1,,,,9,15,5,,,3,4,,
A18034,931,3,,,2,,,15,8,4,1,,,,,
A18035,935,5,262819.742,,2,,,1,12,8,,,3,4,,
A18036,932,3,84059.28059,,,3,,12,4,2,,,,,,
A18037,931,4,172763.4894,,2,,,11,12,13,,2,,,,
A18038,934,2,69980.36827,,,3,,12,10,2,,2,,,,
A18039,935,4,95830.91563,,2,,,12,2,5,,,,4,5,
A18040,931,4,72353.55817,,2,,,7,2,4,,,,,,6
A18041,931,4,160454.0685,,,,4,2,8,7,,2,3,,,
A18042,934,4,170169.941,1,,,,2,4,,,,,,,6
A18043,933,3,211518.6425,,2,,,9,1,10,,,,,,
A18044,931,4,199591.4488,,2,,,12,11,7,,,,4,,
A18045,934,3,103947.6041,1,,,,1,3,12,,2,,,,
A18046,934,4,175704.6709,,,,4,8,1,3,,,,,,
A18047,931,3,106293.9658,,2,,,2,12,5,,,,4,,
A18048,932,2,91267.56486,,,3,,3,1,2,1,,3,,,
A18049,933,3,80291.20311,1,,,,2,,,,2,,,,
A18050,933,5,119250.6973,1,,,,5,2,12,1,2,3,,,
A18051,934,4,216267.0024,,2,,,15,6,4,,,,4,,
A18052,932,3,99620.49133,1,,,,2,7,13,,,,,,
A18053,934,3,105073.9651,,2,,,13,2,15,1,,,,,
A18054,931,2,70125.37137,,2,,,1,2,3,,,,4,,
A18055,931,2,115052.5168,,,,4,4,13,5,1,,,,,
A18056,931,4,176569.7483,,,,4,12,2,3,,2,,,,
A18057,934,4,204191.59,,2,,,1,2,11,,,,,,
A18058,935,3,148356.3614,1,,,,6,3,,,2,3,,,
A18059,932,5,174681.4899,1,,,,8,13,9,,,,,,
A18060,931,3,134104.3518,,,,4,7,5,3,,,3,4,,
A18061,936,3,105696.7626,,,,4,13,2,6,,,,,,
A18062,934,4,103299.4523,,,3,,2,,,,,3,,5,
A18063,931,2,67284.21886,,2,,,1,10,13,,,,,,
A18064,932,4,173752.5478,,,,4,1,13,3,1,,,4,,
A18065,936,3,104937.2479,,,3,,9,8,2,,,,,,
A18066,934,3,142451.9441,,,3,,11,5,8,,,,4,,
A18067,934,4,158128.6086,1,,,,2,1,3,,,,4,5,
A18068,932,3,,,,3,,9,2,5,,,,4,,
A18069,932,1,71370.98765,,2,,,1,13,6,,,3,,,
A18070,931,3,53026.68295,,,3,,1,4,7,1,,,,,
A18071,934,3,112953.8364,1,,,,12,2,8,,,,4,,
A18072,931,4,79250.09758,1,,,,2,13,3,,,,,,
A18073,934,3,158361.9638,,,3,,5,6,3,,2,,,,
A18074,935,2,62992.96277,,,3,,2,15,3,,2,3,,,
A18075,931,3,91728.17198,,,3,,2,10,11,,,,,,
A18076,934,3,212802.1908,,,3,,1,5,3,,,,,,
A18077,934,3,89324.67115,,2,,,13,2,8,,,,,,
A18078,931,3,118215.818,1,,,,5,3,1,,,3,,,6
A18079,934,5,199300.0311,1,,,,1,6,4,,,,,,
A18080,931,1,43100.31579,1,,,,7,1,13,,,3,,,
A18081,934,2,59376.92247,,2,,,2,8,3,,,3,,,
A18082,935,3,88727.62384,,2,,,13,12,14,,2,3,,,
A18083,935,4,147995.4626,,,3,,12,8,,,,3,,,
A18084,931,3,118127.8467,,2,,,9,6,7,1,,,,,
A18085,934,3,213579.2836,,,3,,4,8,5,,,3,,,
A18086,935,5,190124.6305,,,3,,3,5,,,,,,,
A18087,932,1,69202.99945,1,,,,11,2,8,1,,,,,
A18088,933,1,91140.26704,,,3,,4,2,5,,,3,4,,
A18089,935,3,120071.5936,,2,,,11,5,13,,,3,,,
A18090,932,1,67254.33953,,,3,,1,,,,2,,4,,
A18091,934,3,127945.9343,,,3,,1,4,14,1,,,,,
A18092,936,3,152501.5296,,2,,,1,2,5,,,3,,,
A18093,931,2,64750.59361,,2,,,4,8,5,1,,,,,
A18094,936,3,109089.5614,1,,,,7,3,5,,,,4,,
A18095,935,3,123405.0889,,,3,,1,3,7,,2,3,,,
A18096,931,4,189702.2313,,2,,,4,1,6,1,,,,,
A18097,931,4,97034.75914,,2,,,2,3,7,,2,3,,,
A18098,934,4,177571.1376,,,3,,1,,,,2,,,5,
A18099,936,3,102222.6803,,2,,,15,7,3,,,,,,
A18100,934,1,80881.47421,1,,,,1,15,13,,,,,,6
A18101,936,1,42564.39237,,2,,,1,2,8,,,3,4,,
A18102,931,2,,1,,,,4,1,7,,,,,,
A18103,934,2,132325.6499,,,3,,2,7,4,,,,,,
A18104,931,1,41504.7798,,2,,,7,3,6,,,3,4,,
A18105,933,3,147360.3467,,2,,,4,8,,,,,,5,
A18106,936,1,68545.06861,,,,4,15,8,13,,,,,,
A18107,932,4,187778.5864,,,3,,8,12,4,1,2,,,,
A18108,934,3,67652.345,1,,,,7,2,,,,,,,
A18109,931,4,81550.60753,,,3,,3,4,5,,,,,,
A18110,931,4,206878.2446,,2,,,12,2,14,,,3,,,
A18111,934,3,87697.22977,,,3,,3,2,,1,2,,,,
A18112,935,3,95546.6592,1,,,,3,1,5,,,3,,,
A18113,932,3,111678.7483,,2,,,13,2,,,,,4,,
A18114,932,4,130445.5035,,,,4,3,2,7,,,,,,
A18115,936,3,100076.5553,1,,,,7,4,14,,,3,4,,
A18116,934,3,146903.206,,,3,,1,2,12,,2,,4,,
A18117,932,1,75698.43153,,2,,,2,3,,1,,,,5,
A18118,931,4,197779.2294,,2,,,7,2,12,,2,,,,
A18119,934,2,89560.86398,1,,,,13,2,5,,,,,,
A18120,933,3,82717.51223,,2,,,2,,,1,,,,,
A18121,931,3,67624.55398,,,3,,3,1,2,1,,3,4,,
A18122,933,3,168826.7769,,,3,,13,2,4,1,,3,,,
A18123,934,1,48137.98882,,,3,,15,5,6,1,,,,,
A18124,931,5,180526.7609,1,,,,5,15,12,,,,,,
A18125,936,3,170613.8759,1,,,,12,2,6,1,2,,,,
A18126,936,4,220378.4816,,,,4,9,8,4,,,,,,
A18127,932,4,195366.6164,,2,,,1,4,5,,,3,,,
A18128,932,3,71706.72993,,2,,,9,,,,2,,,5,
A18129,936,3,184276.99,1,,,,8,14,5,,,,,,
A18130,931,3,157688.7594,,2,,,2,7,,1,,,,,
A18131,931,3,209216.1742,,2,,,2,8,14,,,3,4,,
A18132,931,4,172820.9287,1,,,,2,14,5,,2,,4,,
A18133,931,4,155504.9332,,2,,,5,,,,,,,,
A18134,934,4,223560.6951,,,,4,2,3,12,,,3,,,6
A18135,935,5,143029.3514,,,3,,1,11,3,,,3,,,
A18136,935,1,,,,,4,5,7,,,,,,,
A18137,931,3,92365.62495,1,,,,11,3,13,,2,,4,,
A18138,933,4,116227.2965,1,,,,1,11,5,,,,4,,
A18139,931,3,108825.4136,,,,4,8,2,13,,,,,5,
A18140,935,3,135281.863,,2,,,7,6,8,,,3,4,,
A18141,934,3,99339.66527,,2,,,5,2,,1,,,,,
A18142,932,4,172433.5663,,2,,,6,2,11,,,,,,
A18143,931,3,143156.9139,,,3,,11,2,5,,,,4,5,
A18144,932,3,165862.5856,1,,,,5,3,6,,,,,,6
A18145,931,4,121382.506,,2,,,1,15,12,,,,,,
A18146,931,1,54873.47981,,2,,,13,2,10,,,,,,
A18147,933,1,57122.02668,,2,,,3,1,8,,2,,,,
A18148,932,3,69845.95499,,2,,,9,4,,,,,,,
A18149,934,2,136821.5518,1,,,,5,2,11,,,,,,
A18150,931,4,247260.6468,,2,,,3,1,13,,2,,4,,
A18151,934,4,214307.8963,,2,,,9,3,5,,,3,,,
A18152,931,4,178952.8986,1,,,,7,8,15,1,,,,,
A18153,931,4,215775.0093,1,,,,5,2,8,,2,,4,,
A18154,931,2,46512.53473,,,3,,1,8,5,,,3,,,
A18155,936,4,167056.318,,,,4,3,5,,,,,,,
A18156,936,3,108792.2301,,2,,,13,7,,,,3,,,
A18157,935,1,108493.517,,2,,,15,,,,,,,,
A18158,934,2,113211.9061,,2,,,2,11,4,,,3,,5,
A18159,931,3,114475.1803,,2,,,2,15,3,1,,,,,
A18160,934,4,190506.6972,,2,,,9,5,12,1,,,4,,
A18161,931,3,136653.1234,,2,,,3,15,8,1,,,,,
A18162,934,3,134659.2843,,,,4,13,2,5,,,,,,
A18163,931,3,126776.9435,,,,4,2,3,5,,2,,4,,
A18164,935,3,83173.7395,,,3,,3,8,7,1,,,,5,
A18165,931,2,136710.225,,2,,,3,4,13,1,,,,,
A18166,935,3,156636.0531,1,,,,12,3,,,,,,,
A18167,936,4,190630.8671,,,,4,3,4,7,,,,,,
A18168,931,3,145900.9123,,2,,,12,8,,1,,3,,,
A18169,931,4,130067.9282,1,,,,12,2,10,,,3,4,,
A18170,931,3,,,,3,,1,4,9,,,,,,
A18171,934,2,76390.64451,,2,,,9,2,5,,,,4,,
A18172,936,3,112769.6582,,2,,,3,1,13,,,,,,
A18173,931,3,97684.90958,1,,,,5,2,,,,,4,,
A18174,933,3,94478.13057,1,,,,5,12,,,,3,,,
A18175,931,2,101881.7245,1,,,,2,6,14,1,,,4,,
A18176,934,3,138507.3801,1,,,,5,11,,,,,,,
A18177,936,3,156110.9309,1,,,,1,12,5,,,,4,,
A18178,933,3,158097.1119,,,,4,3,1,,1,,,,,
A18179,933,3,217881.0955,,2,,,12,1,6,1,2,,,,
A18180,931,3,137684.7014,,2,,,9,2,5,,,,4,,
